Year,Month,Day,Time,MachineID,ErrorID
2017,8,12,6:00:00,MID10828,error5
2017,9,26,6:00:00,MID10828,error4
2017,10,6,15:00:00,MID10828,error4
2017,10,8,8:00:00,MID10828,error3
2017,10,11,6:00:00,MID10828,error1
2017,11,25,6:00:00,MID10828,error5
2017,1,20,19:00:00,MID10826,error3
2017,1,26,6:00:00,MID10826,error5
2017,1,31,15:00:00,MID10826,error2
2017,2,25,6:00:00,MID10826,error2
2017,2,25,6:00:00,MID10826,error3
2017,4,11,6:00:00,MID10826,error2
2017,4,11,6:00:00,MID10826,error3
2017,4,21,3:00:00,MID10826,error1
2017,5,11,6:00:00,MID10826,error5
2017,6,25,6:00:00,MID10826,error5
2017,7,16,2:00:00,MID10826,error4
2017,8,9,6:00:00,MID10826,error2
2017,8,9,6:00:00,MID10826,error3
2017,9,8,6:00:00,MID10826,error2
2017,9,8,6:00:00,MID10826,error3
2017,9,8,6:00:00,MID10826,error5
2017,10,23,6:00:00,MID10826,error5
2017,1,14,6:00:00,MID10913,error1
2017,2,12,23:00:00,MID10913,error4
2017,6,7,2:00:00,MID10913,error2
2017,7,13,6:00:00,MID10913,error2
2017,7,13,6:00:00,MID10913,error3
2017,8,12,6:00:00,MID10913,error2
2017,8,12,6:00:00,MID10913,error3
2017,9,11,6:00:00,MID10913,error2
2017,9,11,6:00:00,MID10913,error3
2017,10,26,6:00:00,MID10913,error1
2017,10,26,6:00:00,MID10913,error2
2017,10,26,6:00:00,MID10913,error3
2017,4,25,7:00:00,MID10869,error3
2017,5,5,6:00:00,MID10869,error2
2017,5,5,6:00:00,MID10869,error3
2017,6,4,6:00:00,MID10869,error2
2017,6,4,6:00:00,MID10869,error3
2017,8,3,6:00:00,MID10869,error2
2017,8,3,6:00:00,MID10869,error3
2017,9,25,4:00:00,MID10869,error2
2017,10,2,6:00:00,MID10869,error2
2017,10,2,6:00:00,MID10869,error3
2017,2,1,6:00:00,MID10827,error5
2017,3,3,6:00:00,MID10827,error2
2017,3,3,6:00:00,MID10827,error3
2017,4,2,6:00:00,MID10827,error5
2017,4,17,6:00:00,MID10827,error2
2017,4,17,6:00:00,MID10827,error3
2017,6,1,6:00:00,MID10827,error5
2017,7,31,6:00:00,MID10827,error5
2017,9,29,6:00:00,MID10827,error5
2017,10,14,6:00:00,MID10827,error1
2017,2,14,6:00:00,MID10914,error1
2017,5,15,6:00:00,MID10914,error2
2017,5,15,6:00:00,MID10914,error3
2017,5,17,22:00:00,MID10914,error4
2017,6,14,6:00:00,MID10914,error1
2017,7,7,9:00:00,MID10914,error2
2017,7,14,6:00:00,MID10914,error2
2017,7,14,6:00:00,MID10914,error3
2017,7,22,0:00:00,MID10914,error2
2017,8,13,6:00:00,MID10914,error1
2017,9,2,8:00:00,MID10914,error4
2017,9,10,9:00:00,MID10914,error1
2017,9,12,6:00:00,MID10914,error2
2017,9,12,6:00:00,MID10914,error3
2017,10,27,6:00:00,MID10914,error2
2017,10,27,6:00:00,MID10914,error3
2017,10,27,10:00:00,MID10914,error3
2017,3,2,6:00:00,MID10903,error2
2017,3,2,6:00:00,MID10903,error3
2017,3,17,6:00:00,MID10903,error1
2017,5,16,6:00:00,MID10903,error1
2017,4,11,6:00:00,MID10841,error1
2017,4,11,6:00:00,MID10841,error5
2017,4,20,14:00:00,MID10841,error1
2017,8,9,6:00:00,MID10841,error5
2017,9,23,6:00:00,MID10841,error2
2017,9,23,6:00:00,MID10841,error3
2017,10,23,6:00:00,MID10841,error5
2017,1,22,6:00:00,MID10820,error5
2017,3,21,10:00:00,MID10820,error4
2017,3,23,6:00:00,MID10820,error2
2017,3,23,6:00:00,MID10820,error3
2017,5,7,6:00:00,MID10820,error1
2017,5,7,6:00:00,MID10820,error5
2017,6,21,6:00:00,MID10820,error1
2017,7,8,2:00:00,MID10820,error3
2017,8,5,6:00:00,MID10820,error5
2017,8,5,12:00:00,MID10820,error2
2017,9,4,6:00:00,MID10820,error1
2017,11,3,6:00:00,MID10820,error1
2017,11,18,6:00:00,MID10820,error5
2017,2,1,6:00:00,MID10811,error5
2017,4,2,6:00:00,MID10811,error1
2017,4,17,6:00:00,MID10811,error2
2017,4,17,6:00:00,MID10811,error3
2017,5,17,6:00:00,MID10811,error5
2017,6,1,6:00:00,MID10811,error1
2017,7,16,6:00:00,MID10811,error5
2017,9,21,3:00:00,MID10811,error3
2017,10,29,6:00:00,MID10811,error2
2017,10,29,6:00:00,MID10811,error3
2017,2,8,6:00:00,MID10806,error4
2017,2,8,6:00:00,MID10806,error5
2017,3,10,6:00:00,MID10806,error2
2017,3,10,6:00:00,MID10806,error3
2017,5,1,1:00:00,MID10806,error2
2017,5,9,6:00:00,MID10806,error5
2017,5,24,6:00:00,MID10806,error1
2017,6,8,6:00:00,MID10806,error4
2017,6,10,1:00:00,MID10806,error5
2017,7,8,6:00:00,MID10806,error5
2017,7,23,6:00:00,MID10806,error1
2017,8,7,6:00:00,MID10806,error4
2017,8,22,6:00:00,MID10806,error5
2017,10,6,6:00:00,MID10806,error5
2017,1,4,10:00:00,MID10876,error4
2017,1,25,6:00:00,MID10876,error1
2017,3,26,6:00:00,MID10876,error2
2017,3,26,6:00:00,MID10876,error3
2017,5,10,6:00:00,MID10876,error1
2017,6,24,6:00:00,MID10876,error1
2017,6,24,6:00:00,MID10876,error2
2017,6,24,6:00:00,MID10876,error3
2017,9,7,6:00:00,MID10876,error2
2017,9,7,6:00:00,MID10876,error3
2017,9,30,1:00:00,MID10876,error1
2017,11,18,0:00:00,MID10876,error2
2017,11,23,16:00:00,MID10876,error4
2017,2,5,6:00:00,MID10812,error1
2017,3,7,6:00:00,MID10812,error5
2017,4,21,6:00:00,MID10812,error5
2017,6,14,16:00:00,MID10812,error2
2017,7,12,16:00:00,MID10812,error2
2017,8,4,6:00:00,MID10812,error5
2017,9,18,6:00:00,MID10812,error2
2017,9,18,6:00:00,MID10812,error3
2017,11,2,6:00:00,MID10812,error2
2017,11,2,6:00:00,MID10812,error3
2017,3,20,6:00:00,MID10842,error5
2017,5,4,6:00:00,MID10842,error5
2017,8,17,6:00:00,MID10842,error5
2017,8,26,9:00:00,MID10842,error4
2017,10,31,6:00:00,MID10842,error2
2017,10,31,6:00:00,MID10842,error3
2017,11,30,6:00:00,MID10842,error1
2017,1,29,6:00:00,MID10860,error1
2017,2,28,6:00:00,MID10860,error2
2017,2,28,6:00:00,MID10860,error3
2017,5,14,6:00:00,MID10860,error2
2017,5,14,6:00:00,MID10860,error3
2017,6,13,6:00:00,MID10860,error1
2017,11,25,6:00:00,MID10860,error1
2017,1,12,6:00:00,MID10935,error4
2017,2,11,6:00:00,MID10935,error2
2017,2,11,6:00:00,MID10935,error3
2017,2,25,16:00:00,MID10935,error2
2017,2,26,6:00:00,MID10935,error4
2017,3,13,6:00:00,MID10935,error1
2017,3,30,0:00:00,MID10935,error4
2017,4,12,6:00:00,MID10935,error4
2017,5,27,6:00:00,MID10935,error2
2017,5,27,6:00:00,MID10935,error3
2017,6,11,6:00:00,MID10935,error1
2017,7,26,6:00:00,MID10935,error4
2017,8,25,6:00:00,MID10935,error1
2017,9,9,6:00:00,MID10935,error4
2017,1,27,6:00:00,MID10837,error2
2017,1,27,6:00:00,MID10837,error3
2017,2,8,5:00:00,MID10837,error1
2017,2,11,6:00:00,MID10837,error1
2017,3,28,6:00:00,MID10837,error5
2017,5,27,6:00:00,MID10837,error5
2017,7,11,6:00:00,MID10837,error2
2017,7,11,6:00:00,MID10837,error3
2017,7,29,16:00:00,MID10837,error2
2017,8,10,6:00:00,MID10837,error5
2017,9,21,17:00:00,MID10837,error1
2017,1,5,6:00:00,MID10947,error1
2017,1,20,6:00:00,MID10947,error4
2017,3,21,6:00:00,MID10947,error2
2017,3,21,6:00:00,MID10947,error3
2017,4,24,12:00:00,MID10947,error2
2017,5,14,14:00:00,MID10947,error4
2017,6,4,6:00:00,MID10947,error4
2017,7,19,6:00:00,MID10947,error2
2017,7,19,6:00:00,MID10947,error3
2017,8,3,6:00:00,MID10947,error1
2017,9,2,6:00:00,MID10947,error2
2017,9,2,6:00:00,MID10947,error3
2017,9,17,6:00:00,MID10947,error1
2017,9,17,6:00:00,MID10947,error4
2017,9,22,17:00:00,MID10947,error3
2017,1,29,6:00:00,MID10899,error2
2017,1,29,6:00:00,MID10899,error3
2017,2,28,6:00:00,MID10899,error1
2017,3,30,6:00:00,MID10899,error2
2017,3,30,6:00:00,MID10899,error3
2017,5,31,15:00:00,MID10899,error5
2017,6,28,6:00:00,MID10899,error1
2017,8,27,6:00:00,MID10899,error1
2017,9,9,18:00:00,MID10899,error4
2017,9,26,6:00:00,MID10899,error2
2017,9,26,6:00:00,MID10899,error3
2017,10,11,6:00:00,MID10899,error1
2017,11,10,6:00:00,MID10899,error2
2017,11,10,6:00:00,MID10899,error3
2017,4,4,7:00:00,MID10882,error2
2017,7,29,6:00:00,MID10882,error1
2017,10,12,6:00:00,MID10882,error2
2017,10,12,6:00:00,MID10882,error3
2017,10,30,16:00:00,MID10882,error2
2017,11,20,19:00:00,MID10882,error4
2017,1,14,19:00:00,MID10862,error4
2017,2,27,6:00:00,MID10862,error1
2017,9,10,6:00:00,MID10862,error2
2017,9,10,6:00:00,MID10862,error3
2017,10,25,6:00:00,MID10862,error2
2017,10,25,6:00:00,MID10862,error3
2017,11,24,6:00:00,MID10862,error1
2017,1,8,6:00:00,MID10829,error2
2017,1,8,6:00:00,MID10829,error3
2017,2,7,6:00:00,MID10829,error1
2017,2,7,6:00:00,MID10829,error5
2017,2,22,6:00:00,MID10829,error2
2017,2,22,6:00:00,MID10829,error3
2017,4,8,6:00:00,MID10829,error5
2017,5,23,6:00:00,MID10829,error5
2017,7,29,18:00:00,MID10829,error1
2017,9,18,20:00:00,MID10829,error1
2017,9,20,6:00:00,MID10829,error5
2017,10,5,6:00:00,MID10829,error2
2017,10,5,6:00:00,MID10829,error3
2017,11,19,6:00:00,MID10829,error2
2017,11,19,6:00:00,MID10829,error3
2017,3,26,6:00:00,MID10941,error2
2017,3,26,6:00:00,MID10941,error3
2017,10,7,6:00:00,MID10941,error2
2017,10,7,6:00:00,MID10941,error3
2017,10,27,19:00:00,MID10941,error4
2017,10,28,9:00:00,MID10941,error2
2017,11,16,4:00:00,MID10941,error3
2017,2,10,6:00:00,MID10884,error1
2017,3,27,6:00:00,MID10884,error2
2017,3,27,6:00:00,MID10884,error3
2017,6,25,6:00:00,MID10884,error2
2017,6,25,6:00:00,MID10884,error3
2017,10,23,6:00:00,MID10884,error2
2017,10,23,6:00:00,MID10884,error3
2017,11,15,15:00:00,MID10884,error3
2017,3,5,6:00:00,MID10863,error2
2017,3,5,6:00:00,MID10863,error3
2017,3,15,20:00:00,MID10863,error1
2017,3,25,1:00:00,MID10863,error2
2017,5,26,2:00:00,MID10863,error4
2017,6,3,6:00:00,MID10863,error2
2017,6,3,6:00:00,MID10863,error3
2017,8,2,6:00:00,MID10863,error2
2017,8,2,6:00:00,MID10863,error3
2017,9,1,6:00:00,MID10863,error2
2017,9,1,6:00:00,MID10863,error3
2017,10,16,6:00:00,MID10863,error2
2017,10,16,6:00:00,MID10863,error3
2017,10,31,6:00:00,MID10863,error1
2017,11,1,18:00:00,MID10863,error4
2017,1,4,17:00:00,MID10890,error3
2017,2,21,12:00:00,MID10890,error3
2017,3,16,6:00:00,MID10890,error4
2017,4,16,2:00:00,MID10890,error4
2017,8,28,6:00:00,MID10890,error4
2017,1,13,6:00:00,MID10895,error1
2017,2,12,6:00:00,MID10895,error2
2017,2,12,6:00:00,MID10895,error3
2017,3,29,6:00:00,MID10895,error1
2017,4,13,6:00:00,MID10895,error4
2017,6,12,6:00:00,MID10895,error2
2017,6,12,6:00:00,MID10895,error3
2017,6,27,6:00:00,MID10895,error4
2017,7,27,6:00:00,MID10895,error1
2017,10,25,6:00:00,MID10895,error4
2017,1,24,0:00:00,MID10885,error4
2017,1,27,16:00:00,MID10885,error2
2017,2,22,14:00:00,MID10885,error3
2017,3,18,6:00:00,MID10885,error1
2017,3,30,21:00:00,MID10885,error2
2017,6,10,5:00:00,MID10885,error1
2017,1,11,6:00:00,MID10851,error4
2017,1,26,6:00:00,MID10851,error2
2017,1,26,6:00:00,MID10851,error3
2017,3,27,6:00:00,MID10851,error2
2017,3,27,6:00:00,MID10851,error3
2017,5,26,6:00:00,MID10851,error4
2017,7,10,6:00:00,MID10851,error2
2017,7,10,6:00:00,MID10851,error3
2017,8,9,6:00:00,MID10851,error2
2017,8,9,6:00:00,MID10851,error3
2017,9,8,6:00:00,MID10851,error4
2017,10,23,6:00:00,MID10851,error1
2017,11,7,15:00:00,MID10851,error2
2017,11,22,6:00:00,MID10851,error4
2017,1,16,6:00:00,MID10870,error2
2017,1,16,6:00:00,MID10870,error3
2017,2,11,18:00:00,MID10870,error2
2017,3,2,6:00:00,MID10870,error2
2017,3,2,6:00:00,MID10870,error3
2017,4,29,7:00:00,MID10870,error2
2017,5,16,6:00:00,MID10870,error2
2017,5,16,6:00:00,MID10870,error3
2017,7,29,12:00:00,MID10870,error4
2017,8,3,21:00:00,MID10870,error1
2017,8,14,6:00:00,MID10870,error2
2017,8,14,6:00:00,MID10870,error3
2017,9,18,23:00:00,MID10870,error4
2017,9,28,6:00:00,MID10870,error1
2017,10,21,3:00:00,MID10870,error1
2017,11,22,18:00:00,MID10870,error2
2017,11,24,4:00:00,MID10870,error1
2017,11,25,22:00:00,MID10870,error2
2017,4,5,6:00:00,MID10852,error1
2017,4,30,9:00:00,MID10852,error2
2017,6,4,6:00:00,MID10852,error2
2017,6,4,6:00:00,MID10852,error3
2017,8,18,6:00:00,MID10852,error1
2017,1,6,5:00:00,MID10877,error2
2017,2,6,6:00:00,MID10877,error2
2017,2,6,6:00:00,MID10877,error3
2017,3,28,1:00:00,MID10877,error2
2017,5,7,6:00:00,MID10877,error1
2017,6,6,6:00:00,MID10877,error2
2017,6,6,6:00:00,MID10877,error3
2017,6,6,14:00:00,MID10877,error1
2017,8,28,18:00:00,MID10877,error2
2017,11,14,23:00:00,MID10877,error2
2017,1,11,17:00:00,MID10948,error2
2017,3,10,6:00:00,MID10948,error2
2017,3,10,6:00:00,MID10948,error3
2017,4,24,6:00:00,MID10948,error2
2017,4,24,6:00:00,MID10948,error3
2017,6,23,6:00:00,MID10948,error4
2017,9,6,6:00:00,MID10948,error1
2017,9,15,19:00:00,MID10948,error4
2017,9,20,0:00:00,MID10948,error3
2017,10,21,6:00:00,MID10948,error2
2017,10,21,6:00:00,MID10948,error3
2017,11,20,6:00:00,MID10948,error4
2017,1,30,6:00:00,MID10821,error2
2017,1,30,6:00:00,MID10821,error3
2017,1,30,6:00:00,MID10821,error4
2017,3,31,6:00:00,MID10821,error5
2017,4,30,6:00:00,MID10821,error4
2017,5,15,6:00:00,MID10821,error1
2017,6,14,6:00:00,MID10821,error4
2017,6,14,6:00:00,MID10821,error5
2017,7,21,9:00:00,MID10821,error2
2017,9,12,6:00:00,MID10821,error5
2017,10,27,6:00:00,MID10821,error4
2017,11,26,6:00:00,MID10821,error5
2017,1,31,6:00:00,MID10866,error1
2017,2,15,6:00:00,MID10866,error4
2017,3,17,6:00:00,MID10866,error2
2017,3,17,6:00:00,MID10866,error3
2017,4,16,6:00:00,MID10866,error1
2017,5,1,6:00:00,MID10866,error2
2017,5,1,6:00:00,MID10866,error3
2017,5,16,6:00:00,MID10866,error4
2017,7,30,6:00:00,MID10866,error4
2017,9,19,17:00:00,MID10866,error3
2017,10,28,6:00:00,MID10866,error4
2017,2,9,6:00:00,MID10816,error5
2017,2,23,16:00:00,MID10816,error4
2017,5,10,6:00:00,MID10816,error5
2017,6,20,1:00:00,MID10816,error1
2017,6,24,6:00:00,MID10816,error2
2017,6,24,6:00:00,MID10816,error3
2017,7,9,6:00:00,MID10816,error5
2017,8,6,13:00:00,MID10816,error1
2017,8,23,6:00:00,MID10816,error5
2017,9,7,6:00:00,MID10816,error2
2017,9,7,6:00:00,MID10816,error3
2017,11,6,6:00:00,MID10816,error5
2017,11,21,6:00:00,MID10816,error1
2017,1,30,6:00:00,MID10915,error2
2017,1,30,6:00:00,MID10915,error3
2017,6,29,6:00:00,MID10915,error1
2017,7,15,21:00:00,MID10915,error1
2017,8,13,6:00:00,MID10915,error1
2017,11,11,6:00:00,MID10915,error2
2017,11,11,6:00:00,MID10915,error3
2017,1,8,8:00:00,MID10855,error2
2017,5,6,11:00:00,MID10855,error4
2017,5,19,21:00:00,MID10855,error2
2017,9,21,6:00:00,MID10855,error2
2017,9,21,6:00:00,MID10855,error3
2017,3,1,6:00:00,MID10916,error1
2017,4,15,6:00:00,MID10916,error2
2017,4,15,6:00:00,MID10916,error3
2017,6,13,15:00:00,MID10916,error5
2017,1,4,8:00:00,MID10917,error1
2017,1,30,6:00:00,MID10917,error4
2017,2,14,6:00:00,MID10917,error1
2017,3,31,6:00:00,MID10917,error4
2017,4,30,6:00:00,MID10917,error1
2017,5,15,6:00:00,MID10917,error4
2017,6,17,5:00:00,MID10917,error4
2017,7,14,6:00:00,MID10917,error2
2017,7,14,6:00:00,MID10917,error3
2017,7,14,6:00:00,MID10917,error4
2017,8,2,5:00:00,MID10917,error3
2017,8,13,6:00:00,MID10917,error2
2017,8,13,6:00:00,MID10917,error3
2017,9,27,12:00:00,MID10917,error5
2017,10,12,6:00:00,MID10917,error4
2017,10,27,6:00:00,MID10917,error2
2017,10,27,6:00:00,MID10917,error3
2017,11,26,6:00:00,MID10917,error1
2017,4,19,13:00:00,MID10920,error1
2017,8,11,6:00:00,MID10920,error1
2017,9,25,6:00:00,MID10920,error2
2017,9,25,6:00:00,MID10920,error3
2017,10,16,14:00:00,MID10920,error5
2017,1,3,10:00:00,MID10839,error1
2017,1,30,6:00:00,MID10839,error1
2017,3,1,6:00:00,MID10839,error5
2017,5,30,6:00:00,MID10839,error5
2017,6,29,6:00:00,MID10839,error1
2017,7,2,3:00:00,MID10839,error1
2017,7,26,4:00:00,MID10839,error2
2017,8,13,6:00:00,MID10839,error1
2017,8,13,6:00:00,MID10839,error2
2017,8,13,6:00:00,MID10839,error3
2017,9,12,6:00:00,MID10839,error2
2017,9,12,6:00:00,MID10839,error3
2017,10,25,5:00:00,MID10839,error3
2017,10,27,6:00:00,MID10839,error5
2017,1,9,6:00:00,MID10891,error2
2017,1,9,6:00:00,MID10891,error3
2017,2,6,1:00:00,MID10891,error1
2017,2,23,6:00:00,MID10891,error1
2017,3,10,6:00:00,MID10891,error2
2017,3,10,6:00:00,MID10891,error3
2017,3,11,7:00:00,MID10891,error5
2017,5,9,6:00:00,MID10891,error1
2017,5,9,6:00:00,MID10891,error2
2017,5,9,6:00:00,MID10891,error3
2017,7,31,0:00:00,MID10891,error2
2017,8,22,6:00:00,MID10891,error2
2017,8,22,6:00:00,MID10891,error3
2017,1,2,9:00:00,MID10853,error3
2017,1,30,6:00:00,MID10853,error2
2017,1,30,6:00:00,MID10853,error3
2017,3,1,6:00:00,MID10853,error2
2017,3,1,6:00:00,MID10853,error3
2017,4,30,6:00:00,MID10853,error1
2017,9,12,6:00:00,MID10853,error1
2017,9,12,6:00:00,MID10853,error2
2017,9,12,6:00:00,MID10853,error3
2017,10,12,6:00:00,MID10853,error2
2017,10,12,6:00:00,MID10853,error3
2017,10,20,12:00:00,MID10853,error2
2017,2,18,6:00:00,MID10801,error5
2017,3,5,6:00:00,MID10801,error2
2017,3,5,6:00:00,MID10801,error3
2017,3,25,0:00:00,MID10801,error1
2017,4,1,2:00:00,MID10801,error3
2017,4,4,6:00:00,MID10801,error1
2017,5,19,6:00:00,MID10801,error5
2017,6,3,11:00:00,MID10801,error3
2017,6,5,19:00:00,MID10801,error4
2017,6,9,23:00:00,MID10801,error4
2017,7,18,6:00:00,MID10801,error2
2017,7,18,6:00:00,MID10801,error3
2017,8,4,16:00:00,MID10801,error2
2017,9,1,6:00:00,MID10801,error5
2017,10,16,6:00:00,MID10801,error5
2017,11,15,6:00:00,MID10801,error1
2017,11,30,6:00:00,MID10801,error2
2017,11,30,6:00:00,MID10801,error3
2017,1,14,6:00:00,MID10936,error1
2017,3,30,6:00:00,MID10936,error2
2017,3,30,6:00:00,MID10936,error3
2017,8,30,13:00:00,MID10936,error1
2017,10,3,22:00:00,MID10936,error1
2017,10,11,6:00:00,MID10936,error2
2017,10,11,6:00:00,MID10936,error3
2017,10,26,6:00:00,MID10936,error1
2017,1,21,6:00:00,MID10864,error1
2017,1,21,6:00:00,MID10864,error2
2017,1,21,6:00:00,MID10864,error3
2017,5,21,6:00:00,MID10864,error2
2017,5,21,6:00:00,MID10864,error3
2017,7,4,9:00:00,MID10864,error1
2017,7,20,1:00:00,MID10864,error1
2017,8,19,6:00:00,MID10864,error2
2017,8,19,6:00:00,MID10864,error3
2017,9,4,22:00:00,MID10864,error1
2017,11,2,6:00:00,MID10864,error2
2017,11,2,6:00:00,MID10864,error3
2017,1,16,3:00:00,MID10892,error3
2017,1,29,6:00:00,MID10892,error2
2017,1,29,6:00:00,MID10892,error3
2017,3,13,5:00:00,MID10892,error1
2017,4,14,6:00:00,MID10892,error1
2017,5,29,6:00:00,MID10892,error2
2017,5,29,6:00:00,MID10892,error3
2017,9,5,7:00:00,MID10892,error1
2017,9,13,12:00:00,MID10892,error2
2017,9,26,6:00:00,MID10892,error1
2017,9,28,19:00:00,MID10892,error4
2017,2,2,6:00:00,MID10813,error5
2017,3,19,6:00:00,MID10813,error1
2017,4,18,6:00:00,MID10813,error5
2017,5,21,8:00:00,MID10813,error4
2017,7,1,8:00:00,MID10813,error3
2017,7,2,6:00:00,MID10813,error5
2017,8,16,6:00:00,MID10813,error2
2017,8,16,6:00:00,MID10813,error3
2017,9,13,1:00:00,MID10813,error4
2017,10,15,6:00:00,MID10813,error5
2017,1,10,6:00:00,MID10896,error2
2017,1,10,6:00:00,MID10896,error3
2017,2,24,6:00:00,MID10896,error1
2017,5,25,6:00:00,MID10896,error2
2017,5,25,6:00:00,MID10896,error3
2017,6,9,6:00:00,MID10896,error1
2017,8,8,6:00:00,MID10896,error2
2017,8,8,6:00:00,MID10896,error3
2017,9,7,6:00:00,MID10896,error1
2017,10,11,0:00:00,MID10896,error1
2017,11,6,6:00:00,MID10896,error2
2017,11,6,6:00:00,MID10896,error3
2017,1,30,6:00:00,MID10942,error1
2017,3,28,14:00:00,MID10942,error1
2017,4,15,6:00:00,MID10942,error2
2017,4,15,6:00:00,MID10942,error3
2017,4,21,2:00:00,MID10942,error4
2017,4,30,6:00:00,MID10942,error4
2017,5,7,0:00:00,MID10942,error1
2017,7,14,6:00:00,MID10942,error1
2017,10,12,6:00:00,MID10942,error1
2017,10,12,6:00:00,MID10942,error4
2017,10,24,19:00:00,MID10942,error3
2017,10,29,12:00:00,MID10942,error4
2017,2,7,6:00:00,MID10822,error5
2017,4,8,6:00:00,MID10822,error5
2017,7,1,3:00:00,MID10822,error3
2017,7,22,6:00:00,MID10822,error2
2017,7,22,6:00:00,MID10822,error3
2017,9,20,6:00:00,MID10822,error2
2017,9,20,6:00:00,MID10822,error3
2017,11,4,6:00:00,MID10822,error5
2017,11,19,6:00:00,MID10822,error1
2017,5,29,6:00:00,MID10830,error5
2017,6,28,6:00:00,MID10830,error1
2017,6,28,6:00:00,MID10830,error2
2017,6,28,6:00:00,MID10830,error3
2017,7,5,6:00:00,MID10830,error4
2017,7,28,6:00:00,MID10830,error5
2017,8,7,2:00:00,MID10830,error4
2017,8,17,15:00:00,MID10830,error1
2017,8,28,10:00:00,MID10830,error4
2017,10,26,6:00:00,MID10830,error2
2017,10,26,6:00:00,MID10830,error3
2017,11,7,0:00:00,MID10830,error3
2017,11,25,6:00:00,MID10830,error2
2017,11,25,6:00:00,MID10830,error3
2017,1,28,6:00:00,MID10831,error5
2017,4,13,6:00:00,MID10831,error2
2017,4,13,6:00:00,MID10831,error3
2017,5,10,23:00:00,MID10831,error1
2017,5,17,9:00:00,MID10831,error3
2017,6,27,6:00:00,MID10831,error2
2017,6,27,6:00:00,MID10831,error3
2017,7,27,6:00:00,MID10831,error5
2017,8,24,18:00:00,MID10831,error1
2017,9,13,0:00:00,MID10831,error1
2017,9,25,6:00:00,MID10831,error2
2017,9,25,6:00:00,MID10831,error3
2017,10,25,6:00:00,MID10831,error1
2017,11,9,6:00:00,MID10831,error5
2017,4,13,19:00:00,MID10943,error4
2017,4,25,6:00:00,MID10943,error1
2017,5,16,5:00:00,MID10943,error1
2017,6,9,6:00:00,MID10943,error1
2017,8,8,6:00:00,MID10943,error1
2017,10,7,6:00:00,MID10943,error1
2017,11,21,6:00:00,MID10943,error2
2017,11,21,6:00:00,MID10943,error3
2017,1,28,6:00:00,MID10802,error2
